country,life_exp,log_gdp,population,lib_dem
Albania,78.33300018310547,8.48968026759375,2.884169101715088,0.4600000083446502
Algeria,76.4990005493164,8.474783939333763,41.389190673828125,0.13600000739097595
Angola,60.37900161743164,8.134447165354391,29.8167667388916,0.16899999976158142
Azerbaijan,72.69300079345703,8.659507071836735,9.845319747924805,0.0689999982714653
Argentina,76.37200164794922,9.251430018174531,43.93714141845703,0.5960000157356262
Australia,82.5,10.934150440179538,24.584619522094727,0.8149999976158142
Austria,81.64390563964844,10.800210181173686,8.819901466369629,0.7580000162124634
Bahrain,77.03199768066406,10.006363499833638,1.4940760135650637,0.0390000008046627
Bangladesh,72.052001953125,7.027555484511879,159.6854248046875,0.13699999451637268
Armenia,74.7969970703125,8.342552839737982,2.944791078567505,0.22599999606609344
Barbados,78.98100280761719,9.696109091219615,0.28623199462890625,0.6679999828338623
Belgium,81.49268341064453,10.74525146253203,11.419748306274414,0.800000011920929
Bhutan,71.128997802734375,8.030090690493163,0.7455629706382751,0.4729999899864197
Bolivia,70.94499969482422,7.820421971482486,11.19285488128662,0.40400001406669617
Bosnia and Herzegovina,77.12799835205078,8.670552067894588,3.351525068283081,0.3849999904632568
Botswana,68.81199645996094,8.969436147684677,2.205080032348633,0.5640000104904175
Brazil,75.45600128173828,9.307623036970089,207.8338165283203,0.6050000190734863
Bulgaria,74.81463623046875,9.03049188742908,7.102444171905518,0.5600000023841858
Myanmar,66.55799865722656,7.301594885203839,53.38252258300781,0.21400000154972076
Burundi,60.89799880981445,5.366626512323086,10.827018737792969,0.04699999839067459
Belarus,74.12926483154297,8.760184712135914,9.450230598449709,0.11100000143051147
Cambodia,69.28900146484375,7.035131583162038,16.009408950805664,0.0820000022649765
Cameroon,58.51100158691406,7.300966907979309,24.566072463989254,0.12999999523162842
Canada,81.94878387451172,10.842918015074119,36.73209381103515,0.7860000133514404
Cape Verde,72.56999969482422,8.1941246291067,0.5374979972839355,0.7409999966621399
Central African Republic,52.2400016784668,5.916495268044438,4.596023082733154,0.2460000067949295
Sri Lanka,76.64800262451172,8.258461423001718,21.128032684326172,0.45399999618530273
Chad,53.71200180053711,6.7062926372550615,15.016753196716309,0.0949999988079071
Chile,79.90899658203125,9.5984010568279,18.470439910888672,0.8199999928474426
China,76.470001220703125,8.9020250812893,1421.0218505859375,0.05000000074505806
Colombia,76.92500305175781,8.938651853480083,48.90983963012695,0.5210000276565552
Comoros,63.9119987487793,7.234842444185292,0.8138920068740845,0.2440000027418137
Congo,63.95399856567383,7.8322595504804,5.110694885253906,0.10300000011920928
"Congo, Democratic Republic",60.0260009765625,6.013531287520217,81.39876556396484,0.12200000137090684
Costa Rica,79.91400146484375,9.187670397532049,4.949954032897949,0.8090000152587891
Croatia,77.82682800292969,9.641915025343199,4.182857036590576,0.5479999780654907
Cyprus (1975-),80.6719970703125,10.330395906769011,0.8548020124435425,0.7559999823570251
Czech Republic,78.9780502319336,10.049508484036078,10.641034126281738,0.7450000047683716
Benin,61.17399978637695,7.061986487095924,11.17519760131836,0.628000020980835
Denmark,81.1024398803711,11.054312712651171,5.732274055480957,0.8659999966621399
Dominican Republic,73.68900299072266,8.891972812681859,10.513104438781738,0.27399998903274536
Ecuador,76.58399963378906,8.55752159539072,16.78536033630371,0.34299999475479126
El Salvador,72.87200164794922,8.143608431129085,6.388125896453857,0.48500001430511475
Equatorial Guinea,58.06100082397461,9.325931858636844,1.2620019912719729,0.05000000074505806
Ethiopia (1993-),65.87200164794922,6.307040495249091,106.3999252319336,0.0989999994635582
Estonia,78.092681884765625,9.860972536307601,1.319390058517456,0.8650000095367432
Fiji,67.25199890136719,8.444687390629094,0.8774589896202087,0.30799999833106995
Finland,81.63170623779297,10.783391913212206,5.51137113571167,0.828000009059906
France (1963-),82.57560729980469,10.669309074856049,67.02240753173828,0.7870000004768372
Gabon,65.83899688720703,9.128296925552245,2.0648229122161865,0.2540000081062317
Georgia,73.41400146484375,8.414664491374138,4.008716106414795,0.5320000052452087
Gambia,61.439998626708984,6.633482491959145,2.2138888835906982,0.2919999957084656
Germany,80.99268341064453,10.754963308395917,82.65840911865234,0.8080000281333923
Ghana,63.4630012512207,7.461334327730146,29.1214656829834,0.6520000100135803
Greece,81.28780364990234,10.045550598736694,10.569450378417969,0.7850000262260437
Guatemala,73.80999755859375,8.097651839483992,16.91497039794922,0.47600001096725464
Guinea,60.70600128173828,6.767364968448685,12.067519187927246,0.193000003695488
Guyana,69.6240005493164,8.631336712762426,0.7752220034599304,0.47699999809265137
Haiti,63.290000915527344,7.152561992115203,10.982365608215332,0.24300000071525577
Honduras,74.89800262451172,7.685379244923613,9.4290132522583,0.23399999737739563
Hungary,75.81707000732422,9.674829741123977,9.729823112487791,0.4690000116825104
Iceland,82.66097259521484,10.840481318106184,0.3343929946422577,0.8159999847412109
India,69.16500091552734,7.594196492004006,1338.6767578125,0.3930000066757202
Indonesia,71.28199768066406,8.323735126711062,264.6509704589844,0.5199999809265137
Iran,76.27100372314453,8.846310601504923,80.67388153076172,0.15199999511241913
Iraq,70.29399871826172,8.636869399168685,37.55278015136719,0.2750000059604645
Ireland,82.156097412109375,11.181026318315235,4.753279209136963,0.7940000295639038
Israel,82.55121612548828,10.441237785463148,8.243847846984863,0.5789999961853027
Italy,82.94634246826172,10.465571052093688,60.673702239990234,0.8159999847412109
Cote d'Ivoire,57.016998291015625,7.37823708062839,24.437469482421875,0.3799999952316284
Jamaica,74.266998291015625,8.473377829637522,2.9208478927612305,0.7229999899864197
Japan,84.0997543334961,10.789537803003283,127.50272369384766,0.7300000190734863
Kazakhstan,72.94999694824219,9.2935538886635225,18.080018997192383,0.12800000607967377
Jordan,74.29199981689453,8.103393914267414,9.7858428955078125,0.23399999737739563
Kenya,65.90899658203125,7.053088882065529,50.22114181518555,0.3490000069141388
"Korea, South",82.6268310546875,10.221671289823245,51.09641647338867,0.7459999918937683
Kuwait,75.31099700927734,10.415095760628109,4.056098937988281,0.28200000524520874
Kyrgyzstan,71.19999694824219,6.977741732224051,6.189733028411865,0.29600000381469727
Laos,67.2770004272461,7.442371574794704,6.9530348777771,0.08399999886751175
Lebanon,78.83300018310547,8.759494324406877,6.81937313079834,0.28999999165534973
Lesotho,52.946998596191406,7.238451238875801,2.091533899307251,0.36899998784065247
Latvia,74.62926483154297,9.649415971610994,1.951097011566162,0.6850000023841858
Liberia,63.29499816894531,6.30629455516025,4.702226161956787,0.5139999985694885
Lithuania,75.48048400878906,9.73554967012342,2.84541392326355,0.7559999823570251
Luxembourg,82.095123291015625,11.603250155463114,0.5919100046157837,0.8130000233650208
Madagascar,66.31099700927734,6.17666351890609,25.570512771606445,0.25600001215934753
Malawi,63.27899932861328,6.239584826516833,17.670196533203125,0.4399999976158142
Malaysia (1966-),75.8280029296875,9.370488627434574,31.104646682739254,0.193000003695488
Maldives,78.32499694824219,8.966660731088714,0.49640199542045593,0.1449999958276749
Mali,58.45199966430664,6.641367967080209,18.51243019104004,0.3409999907016754
Malta,82.346343994140625,10.24713127807342,0.4379329979419708,0.5730000138282776
Mauritania,64.46399688720703,7.447524399868162,4.282569885253906,0.1330000013113022
Mauritius,74.51463317871094,9.230091967792582,1.264498949050903,0.7080000042915344
Mexico,74.9469985961914,9.237749660722589,124.7773208618164,0.44600000977516174
Mongolia,69.509002685546875,8.293420902448865,3.113785982131958,0.5099999904632568
Moldova,71.71700286865234,8.108208517991768,4.059683799743652,0.4180000126361847
Montenegro,76.66699981689453,8.968582132506137,0.6275629997253418,0.33899998664855957
Morocco,76.21800231933594,8.103318579175783,35.58125686645508,0.2770000100135803
Mozambique,59.30899810791016,6.379646245823008,28.649017333984375,0.25999999046325684
Oman,77.39299774169922,9.684527255800383,4.665927886962891,0.1289999932050705
Namibia,63.020999908447266,8.701727873612423,2.40263295173645,0.5730000138282776
Nepal,70.16899871826172,6.658272859466448,27.632680892944336,0.5350000262260437
Netherlands,81.76097869873047,10.89566626738649,17.021347045898438,0.8320000171661377
New Zealand,81.658538818359375,10.53808149353812,4.702033996582031,0.8270000219345093
Nicaragua,74.06800079345703,7.579599143787761,6.384846210479736,0.10199999809265135
Niger,61.5989990234375,6.282593545309637,21.60238265991211,0.42800000309944153
Nigeria,53.95000076293945,7.783112010551904,190.8732452392578,0.382999986410141
Norway,82.60975646972656,11.42463005373408,5.296326160430908,0.8539999723434448
Pakistan (1971-),66.9469985961914,7.052170208378072,207.9062042236328,0.2669999897480011
Panama,78.14900207519531,9.352713796163549,4.10676908493042,0.5649999976158142
Paraguay,73.99199676513672,8.570233518423532,6.867061138153076,0.4300000071525574
Peru,76.28600311279297,8.750570835918285,31.444297790527344,0.6439999938011169
Philippines,70.9520034790039,8.020496209198866,105.17292785644533,0.35199999809265137
Poland,77.753662109375,9.667936411836997,37.95317840576172,0.5659999847412109
Portugal,81.42439270019531,10.059665890675932,10.28852653503418,0.8519999980926514
Guinea-Bissau,57.67300033569336,6.421685484336004,1.8281450271606443,0.27300000190734863
Qatar,79.98100280761719,11.073999447582795,2.7247281074523926,0.08299999684095383
Romania,75.30975341796875,9.303980123300462,19.653968811035156,0.49300000071525574
Russia,72.43195343017578,9.354486203281176,145.5300750732422,0.11500000208616255
Rwanda,68.34100341796875,6.683945077894033,11.980960845947266,0.13899999856948853
Sao Tome and Principe,69.93299865722656,7.157429120700094,0.20708900690078735,0.5730000138282776
Saudi Arabia,74.8740005493164,9.937596345105723,33.10117721557617,0.03099999949336052
Senegal,67.37999725341797,7.310110167999649,15.419355392456056,0.5210000276565552
Serbia,75.53902435302734,8.789578441847391,7.040272235870361,0.3179999887943268
Seychelles,74.30000305175781,9.548861985982922,0.09641800075769424,0.4699999988079071
Sierra Leone,53.89500045776367,6.1462116241108875,7.488422870635986,0.3319999873638153
Singapore,83.095123291015625,10.957431278974019,5.708041191101074,0.3440000116825104
Slovakia,77.16585540771484,9.895061626570014,5.44789981842041,0.7170000076293945
Vietnam,75.240997314453125,7.5245412653172865,94.60064697265624,0.15299999713897705
Slovenia,81.029266357421875,10.155396433001568,2.0763940811157227,0.781000018119812
South Africa,63.53799819946289,8.919504829957507,57.0097541809082,0.6039999723434448
Zimbabwe,60.8120002746582,7.141499475639302,14.236595153808594,0.2150000035762787
Spain,83.282928466796875,10.383088473742298,46.64742660522461,0.7770000100135803
Sudan (2012-),64.88099670410156,7.549657992087478,40.81339645385742,0.09700000286102296
Suriname,71.46299743652344,8.983796086217843,0.5704960227012634,0.6399999856948853
Eswatini (former Swaziland),58.319000244140625,8.455094711787984,1.124804973602295,0.08799999952316284
Sweden,82.409759521484375,10.958970499304167,9.904895782470703,0.8640000224113464
Switzerland,83.55121612548828,11.260405198351267,8.455803871154785,0.8230000138282776
Tajikistan,70.647003173828125,6.932310329710395,8.880268096923828,0.0520000010728836
Thailand,76.68299865722656,8.721842317177604,69.209808349609375,0.10599999874830246
Togo,60.48899841308594,6.493977918109208,7.698473930358887,0.1979999989271164
Trinidad and Tobago,73.24500274658203,9.633112975578339,1.384058952331543,0.6100000143051147
United Arab Emirates,77.647003173828125,10.632491263830325,9.487202644348145,0.09600000083446504
Tunisia,76.30999755859375,8.376421926369717,11.433443069458008,0.6380000114440918
Turkey,77.16100311279297,9.614143226910882,81.11644744873047,0.11100000143051147
Turkmenistan,67.95600128173828,8.898101286463957,5.757667064666748,0.04199999943375587
Uganda,62.51599884033203,6.816721173220249,41.16658782958984,0.27000001072883606
Ukraine,71.780975341796875,8.002528257050571,44.48770904541016,0.2240000069141388
North Macedonia,75.58899688720703,8.575615850249449,2.081995964050293,0.33799999952316284
Egypt,71.65599822998047,7.943976911808767,96.44258880615234,0.12300000339746477
United Kingdom,81.25609588623047,10.669204364406907,66.72746276855469,0.8040000200271606
Tanzania,64.47899627685547,6.843005016678988,53.12604904174805,0.35199999809265137
United States,78.53902435302734,10.88841746835717,325.0847473144531,0.7400000095367432
Burkina Faso,60.76800155639648,6.6485284216860165,19.19323348999023,0.5659999847412109
Uruguay,77.63200378417969,9.577576285630565,3.436640977859497,0.7760000228881836
Uzbekistan,71.38800048828125,7.736473610044952,31.95978546142578,0.05499999970197677
Venezuela,72.246002197265625,9.548622214691838,29.402484893798828,0.10899999737739564
Yemen,66.08599853515625,6.466399748426674,27.834819793701172,0.03599999845027923
Zambia,63.042999267578125,7.415034362413004,16.853599548339844,0.2460000067949295
